category,scientific_name,common_names,conservation_status
Vascular Plant,Arnica amplexicaulis,"Clasping Arnica, Streambank Arnica",
Vascular Plant,Arnica chamissonis ssp. foliosa,Chamisso Arnica,
Vascular Plant,Arnica discoidea,Rayless Arnica,
Vascular Plant,Arnica nevadensis,Nevada Arnica,
Vascular Plant,Arnica parryi ssp. sonnei,Sonne's Arnica,
Vascular Plant,Artemisia arbuscula ssp. arbuscula,"Gray Low Sagebrush, Little Sagebrush",
Vascular Plant,Artemisia cana ssp. bolanderi,"Bolander's Silver Sagebrush, Silver Sagebrush",
Vascular Plant,Artemisia douglasiana,"Douglas' Mugwort, Douglas' Sagewort",
Vascular Plant,Artemisia ludoviciana ssp. incompta,"Columbia River Wormwood, Mountain Sagewort, White Sagebrush",
Vascular Plant,Artemisia norvegica ssp. saxatilis,Boreal Sagebrush,
Vascular Plant,Artemisia rothrockii,Timberline Sagebrush,
Vascular Plant,Artemisia spiciformis,Big Sagebrush,
Vascular Plant,Artemisia tridentata ssp. tridentata,"Basin Big Sagebrush, Big Sagebrush",
Vascular Plant,Artemisia tridentata ssp. vaseyana,"Big Sagebrush, Mountain Big Sagebrush",
Vascular Plant,Aster ascendens,Chile Aster,
Vascular Plant,Aster eatonii,Eaton's Aster,
Vascular Plant,Aster foliaceus var. parryi,Parry's Aster,
Vascular Plant,Aster integrifolius,Thickstem Aster,
Vascular Plant,Aster occidentalis var. occidentalis,Western Aster,
Vascular Plant,Aster occidentalis var. yosemitanus,Yosemite Aster,
Vascular Plant,Baccharis pilularis,Coyotebrush,
Vascular Plant,Balsamorhiza deltoidea,Deltoid Balsamroot,
Vascular Plant,Balsamorhiza macrolepis,"California Balsamroot, Silvery Balsamroot",
Vascular Plant,Bidens tripartita,"Threelobe Beggarticks, Three-Lobe Beggarticks",
Vascular Plant,Brickellia californica,"California Brickellbush, Jepson's Brickellbush",
Vascular Plant,Calycadenia mollis,Soft Western Rosinweed,
Vascular Plant,Calycadenia oppositifolia,Butte County Western Rosinweed,
Vascular Plant,Carduus pycnocephalus,"Compact-Headed Thistle, Italian Plumeless Thistle, Italian Thistle",
Vascular Plant,Centaurea cyanus,"Bachelor's Button, Cornflower, Garden Cornflower",
Vascular Plant,Centaurea melitensis,"Malta Starthistle, Maltese Star Thistle, Maltese Star-Thistle, Napa Thistle, Spotted Knapweed, Tocalote",
Vascular Plant,Centaurea solstitialis,"Yellow Star Thistle, Yellow Starthistle, Yellow Star-Thistle",
Vascular Plant,Chaenactis alpigena,"Sierra Pincushion, Southern Sierra Pincushion",
Vascular Plant,Chaenactis douglasii var. douglasii,"Douglas' Dustymaiden, Dusty-Maiden",
Vascular Plant,Chaenactis glabriuscula var. glabriuscula,Yellow Pincushion,
Vascular Plant,Chaenactis glabriuscula var. heterocarpha,Yellow Pincushion,
Vascular Plant,Chaenactis glabriuscula var. megacephala,Yellow Pincushion,
Vascular Plant,Cirsium andersonii,"Anderson's Thistle, Rose Thistle",
Vascular Plant,Cirsium douglasii var. breweri,Douglas' Thistle,
Vascular Plant,Cirsium occidentale var. californicum,Cobwebby Thistle,
Vascular Plant,Cirsium scariosum,Meadow Thistle,
Vascular Plant,Cirsium vulgare,"Bull Thistle, Common Thistle, Spear Thistle",
Vascular Plant,Cnicus benedictus,"Blessed Thistle, Blessed-Thistle",
Vascular Plant,Coreopsis lanceolata,Garden Coreopsis,
Vascular Plant,Crepis capillaris,"Smooth Hawksbeard, Smooth Hawk's-Beard",
Vascular Plant,Crepis nana,"Dwarf Alpine Hawksbeard, Small Hawksbeard, Tiny Hawksbeard",
Vascular Plant,Crepis occidentalis,"Largeflower Hawksbeard, Large-Flower Hawk's-Beard, Western Hawksbeard",
Vascular Plant,Ericameria arborescens,Goldenfleece,
Vascular Plant,Ericameria bloomeri,"Bloomer's Goldenbush, Rabbitbush",
Vascular Plant,Ericameria cuneata var. cuneata,Cliff Goldenbush,
Vascular Plant,Ericameria discoidea,Whitestem Goldenbush,
Vascular Plant,Erigeron algidus,"Sierra Daisy, Stalked Fleabane",
Vascular Plant,Erigeron annuus,"Annual Fleabane, Eastern Daisy Fleabane",
Vascular Plant,Erigeron barbellulatus,Shining Fleabane,
Vascular Plant,Erigeron breweri var. breweri,"Brewer's Daisy, Brewer's Fleabane",
Vascular Plant,Erigeron clokeyi,"Clokey's Daisy, Clokey's Fleabane",
Vascular Plant,Erigeron compactus,"Cushion Daisy, Fernleaf Fleabane, Fern-Leaf Fleabane",
Vascular Plant,Erigeron compositus,"Cutleaf Daisy, Dwarf Mountain Fleabane, Fernleaf Fleabane",
Vascular Plant,Erigeron coulteri,"Coulter's Fleabane, Large Mountain Fleabane, Whiteray Daisy",
Vascular Plant,Erigeron divergens,"Spreading Daisy, Spreading Fleabane",
Vascular Plant,Erigeron eatonii var. sonnei,Eaton's Fleabane,
Vascular Plant,Erigeron elmeri,Elmer's Erigeron,
Vascular Plant,Erigeron foliosus var. hartwegii,Hartweg's Fleabane,
Vascular Plant,Erigeron inornatus var. inornatus,"California Rayless Daisy, California Rayless Fleabane",
Vascular Plant,Erigeron peregrinus,"Subalpine Fleabane, Wandering Daisy, Wandering Fleabane",
Vascular Plant,Erigeron peregrinus var. callianthemus,Subalpine Fleabane,
Vascular Plant,Erigeron peregrinus var. hirsutus,Subalpine Fleabane,
Vascular Plant,Erigeron pygmaeus,"Dwarf Daisy, Pygmy Fleabane",
Vascular Plant,Erigeron tener,"Slender Daisy, Slender Fleabane",
Vascular Plant,Erigeron vagus,"Loose Daisy, Rambling Fleabane",
Vascular Plant,Eriophyllum confertiflorum var. confertiflorum,Golden-Yarrow,
Vascular Plant,Eriophyllum congdonii,Congdon's Woolly Sunflower,
Vascular Plant,Eriophyllum lanatum,"Common Woolly Sunflower, Woody Eriophyllum, Woolly Eriophyllum, Wooly Daisy",
Vascular Plant,Eriophyllum lanatum var. croceum,Common Woolly Sunflower,
Vascular Plant,Eriophyllum lanatum var. grandiflorum,Common Woolly Sunflower,
Vascular Plant,Eriophyllum nubigenum,Yosemite Woolly Sunflower,Species of Concern
Vascular Plant,Euthamia occidentalis,"Western Goldenrod, Western Goldentop",
Vascular Plant,Filago gallica,Narrowleaf Cottonrose,
Vascular Plant,Gaillardia pulchella,"Firewheel, Indian Blanket, Indianblanket, Rosering Gaillardia",
Vascular Plant,Grindelia camporum var. camporum,Great Valley Gumweed,
Vascular Plant,Grindelia nana,Idaho Gumweed,
Vascular Plant,Hazardia whitneyi var. whitneyi,Whitney's Bristleweed,
Vascular Plant,Helenium bigelovii,Bigelow's Sneezeweed,
Vascular Plant,Helianthella californica var. nevadensis,Nevada Helianthella,
Vascular Plant,Helianthus bolanderi,Serpentine Sunflower,
Vascular Plant,Helianthus californicus,California Sunflower,
Vascular Plant,Hemizonia kelloggii,Kellogg's Tarweed,
Vascular Plant,Heterotheca grandiflora,"Telegraph Weed, Telegraphweed",
Vascular Plant,Heterotheca sessiliflora ssp. echioides,Sessileflower False Goldenaster,
Vascular Plant,Heterotheca villosa var. hispida,Bristly Hairy Goldaster,
Vascular Plant,Heterotheca villosa var. villosa,"Hairy False Goldenaster, Hairy False Golden-Aster",
Vascular Plant,Hieracium argutum,Southern Hawkweed,
Vascular Plant,Hieracium gracile,Slender Hawkweed,
Vascular Plant,Hieracium horridum,"Prickly Hawkweed, Shaggy Hawkweed",
Vascular Plant,Hieracium scouleri,"Houndstongue Hawkweed, Scouler's Woollyweed, Woolyweed",
Vascular Plant,Holocarpha virgata ssp. virgata,Yellowflower Tarweed,
Vascular Plant,Hulsea brevifolia,Shortleaf Alpinegold,
Vascular Plant,Hulsea heterochroma,"Redray Alpinegold, Redray Hulsea",
Vascular Plant,Hulsea nana,Dwarf Alpinegold,
Vascular Plant,Hypochaeris glabra,"Smooth Cat's Ear, Smooth Catsear",
Vascular Plant,Hypochaeris radicata,"Common Cat's-Ear, False Dandelion, Frogbit, Gosmore, Hairy Cat's Ear, Hairy Catsear, Spotted Catsear",
Vascular Plant,Lasthenia californica,"California Goldfields, Goldfields",
Vascular Plant,Lasthenia platycarpha,Alkali Goldfields,
Vascular Plant,Layia pentachaeta ssp. pentachaeta,Sierra Tidytips,
Vascular Plant,Lessingia leptoclada,Sierra Lessingia,
Vascular Plant,Leucanthemum vulgare,"Oxeye Daisy, Ox-Eye Daisy, Oxeyedaisy, Oxeye-Daisy",
Vascular Plant,Madia bolanderi,Bolander's Madia,
Vascular Plant,Madia elegans ssp. elegans,Common Madia,
Vascular Plant,Madia elegans ssp. vernalis,Spring Madia,
Vascular Plant,Madia exigua,Small Tarweed,
Vascular Plant,Madia gracilis,"Grassy Tarweed, Slender Tarweed",
Vascular Plant,Madia minima,"Least Tarweed, Oppositeleaved Tarweed",
Vascular Plant,Madia yosemitana,Yosemite Tarweed,
Vascular Plant,Malacothrix floccifera,"Woolly Desertdandelion, Wooly Desert Dandelion",
Vascular Plant,Micropus californicus var. californicus,Q-Tips,
Vascular Plant,Monolopia major,Cupped Monolopia,
Vascular Plant,Phalacroseris bolanderi,Bolander's Mock Dandelion,
Vascular Plant,Pseudobahia heermannii,Foothill Sunburst,
Vascular Plant,Psilocarphus brevissimus var. brevissimus,Short Woollyheads,
Vascular Plant,Psilocarphus oregonus,Oregon Woollyheads,
Vascular Plant,Psilocarphus tenellus var. tenellus,Slender Woollyheads,
Vascular Plant,Pyrrocoma apargioides,Alpineflames,
Vascular Plant,Raillardella argentea,"Silky Raillardella, Silvermat",
Vascular Plant,Raillardella scaposa,"Greenleaf Silvermat, Stem Raillardella",
Vascular Plant,Rigiopappus leptocladus,Wireweed,
Vascular Plant,Rudbeckia californica var. californica,California Coneflower,
Vascular Plant,Rudbeckia hirta var. pulcherrima,"Blackeyed Susan, Pinewoods Coneflower",
Vascular Plant,Senecio aronicoides,Rayless Ragwort,
Vascular Plant,Senecio canus,Woolly Groundsel,
Vascular Plant,Senecio clarkianus,Clark's Ragwort,
Vascular Plant,Senecio flaccidus var. douglasii,"Douglas' Groundsel, Douglas' Ragwort, Douglas' Senecio",
Vascular Plant,Senecio fremontii var. occidentalis,"Dwarf Mountain Ragwort, Western Groundsel",
Vascular Plant,Senecio integerrimus var. major,"Lambstongue Groundsel, Lambstongue Ragwort",
Vascular Plant,Senecio pauciflorus,Alpine Groundsel,
Vascular Plant,Senecio pseudaureus var. pseudaureus,Falsegold Groundsel,
Vascular Plant,Senecio scorzonella,"Sierra Groundsel, Sierra Ragwort",
Vascular Plant,Senecio streptanthifolius,Cleftleaf Groundsel,
Vascular Plant,Senecio werneriifolius,Hoary Groundsel,
Vascular Plant,Solidago californica,California Goldenrod,
Vascular Plant,Solidago multiradiata,"Arctic Goldenrod, Manyray Goldenrod, Mountain Goldenrod, Rocky Mountain Goldenrod",
Vascular Plant,Soliva sessilis,"Field Burrweed, Field Soliva",
Vascular Plant,Sonchus asper ssp. asper,Spiny Sowthistle,
Vascular Plant,Sonchus oleraceus,"Annual Sowthistle, Common Sowthistle, Common Sow-Thistle, Pualele, Sow Thistle, Sow-Thistle",
Vascular Plant,Sphaeromeria cana,"Gray Chickensage, Gray Tansey",
Vascular Plant,Stephanomeria lactucina,"Creeping Wirelettuce, Lettuce Wirelettuce",
Vascular Plant,Stephanomeria virgata ssp. pleurocarpa,Wand Wirelettuce,
Vascular Plant,Tanacetum parthenium,Feverfew,
Vascular Plant,Uropappus lindleyi,Lindley's Silverpuffs,
Vascular Plant,Whitneya dealbata,Mock Leopardbane,
Vascular Plant,Wyethia angustifolia,California Compassplant,
Vascular Plant,Wyethia elata,Hall's Mule-Ears,
Vascular Plant,Wyethia mollis,"Woolly Mule-Ears, Wooly Wyethia",
Vascular Plant,Downingia montana,Sierra Calicoflower,
Vascular Plant,Githopsis specularioides,Common Bluecup,
Vascular Plant,Heterocodon rariflorum,"Rareflower Heterocodon, Western Pearlflower",
Vascular Plant,Nemacladus capillaris,Common Threadplant,
Vascular Plant,Nemacladus interior,Sierra Threadplant,
Vascular Plant,Amsinckia lycopsoides,"Bugloss Fiddleneck, Tarweed Fiddleneck",
Vascular Plant,Amsinckia menziesii var. intermedia,"Coast Buckthorn, Coast Fiddleneck, Common Fiddleneck, Intermediate Fiddleneck",
Vascular Plant,Amsinckia menziesii var. menziesii,"Menzies' Fiddleneck, Rigid Fiddleneck",
Vascular Plant,Cryptantha echinella,"Hedgehog Cryptantha, Prickly Cryptantha",
Vascular Plant,Cryptantha flaccida,Weakstem Cryptantha,
Vascular Plant,Cryptantha glomeriflora,Truckee Cryptantha,
Vascular Plant,Cryptantha hispidula,Napa Cryptantha,
Vascular Plant,Cryptantha humilis,"Round-Spike Catseye, Roundspike Cryptantha",
Vascular Plant,Cryptantha muricata,"Pointed Catseye, Pointed Cryptantha, Prickly Cryptantha",
Vascular Plant,Cryptantha nubigena,Sierra Cryptantha,
Vascular Plant,Cryptantha simulans,"Pine Cryptantha, Pinewoods Cryptantha",
Vascular Plant,Cynoglossum grande,Pacific Hound's Tongue,
Vascular Plant,Cynoglossum occidentale,Western Hound's Tongue,
Vascular Plant,Eriodictyon californicum,California Yerba Santa,
Vascular Plant,Hackelia mundula,Pink Stickseed,
Vascular Plant,Hackelia nervosa,"Sierra Stickseed, Sierran Stickseed",
Vascular Plant,Hackelia velutina,"Velvet Stickseed, Velvety Stickseed",
Vascular Plant,Mertensia ciliata,"Mountain Bluebells, Shortstyle Bluebells, Tall Fringe Bluebells, Tall Fringed Bluebells",
Vascular Plant,Pectocarya pusilla,"Little Combseed, Purple Prairieclover",
Vascular Plant,Plagiobothrys hispidulus,Sleeping Popcornflower,
Vascular Plant,Plagiobothrys myosotoides,Forget-Me-Not Popcornflower,
Vascular Plant,Plagiobothrys nothofulvus,Rusty Popcornflower,
Vascular Plant,Plagiobothrys stipitatus var. micranthus,Stalked Popcornflower,
Vascular Plant,Plagiobothrys torreyi var. diffusus,Torrey's Popcornflower,Species of Concern
Vascular Plant,Plagiobothrys torreyi var. torreyi,Torrey's Popcornflower,
Vascular Plant,Draperia systyla,Violet Draperia,
Vascular Plant,Hesperochiron californicus,California Hesperochiron,
Vascular Plant,Hydrophyllum occidentale,"Squaw-Lettuce, Western Waterleaf",
Vascular Plant,Nemophila heterophylla,Small Baby Blue Eyes,
Vascular Plant,Nemophila maculata,Fivespot,
Vascular Plant,Nemophila menziesii var. menziesii,Baby Blue Eyes,
Vascular Plant,Nemophila parviflora var. austiniae,"Groovelover, Smallflower Nemophila",
Vascular Plant,Nemophila pedunculata,"Littlefoot Blue-Eyes, Littlefoot Nemophila",
Vascular Plant,Nemophila spatulata,"Sierra Baby Blue Eyes, Sierra Blue-Eyes",
Vascular Plant,Phacelia cicutaria var. cicutaria,Caterpillar Phacelia,
Vascular Plant,Phacelia congdonii,Congdon's Phacelia,
Vascular Plant,Phacelia egena,"Kaweah River Phacelia, Kaweah River Scorpion-Weed",
Vascular Plant,Phacelia eisenii,Eisen's Phacelia,
Vascular Plant,Phacelia heterophylla ssp. virgata,Varileaf Phacelia,
Vascular Plant,Phacelia humilis var. humilis,Low Phacelia,
Vascular Plant,Phacelia hydrophylloides,Waterleaf Phacelia,
Vascular Plant,Phacelia imbricata ssp. imbricata,Imbricate Phacelia,
Vascular Plant,Phacelia mutabilis,Changeable Phacelia,
Vascular Plant,Phacelia platyloba,Broadlobe Phacelia,
Vascular Plant,Phacelia purpusii,Purpus' Phacelia,
Vascular Plant,Phacelia quickii,Quick's Phacelia,
Vascular Plant,Phacelia racemosa,Racemose Phacelia,
Vascular Plant,Phacelia ramosissima,"Branched Scorpion-Weed, Branching Phacelia",
Vascular Plant,Phacelia ramosissima var. latifolia,"Branched Scorpion-Weed, Branching Phacelia",
Vascular Plant,Phacelia ramosissima var. ramosissima,Branching Phacelia,
Vascular Plant,Phacelia ramosissima var. subglabra,Branching Phacelia,
Vascular Plant,Phacelia tanacetifolia,"Facelia, Fiddleneck, Lacy Phacelia, Lacy Scorpion-Weed",
Vascular Plant,Phacelia vallicola,Mariposa Phacelia,
Vascular Plant,Pholistoma auritum var. auritum,Blue Fiestaflower,
Vascular Plant,Anelsonia eurycarpa,"Broad Pod Anelsonia, Daggerpod",
Vascular Plant,Arabidopsis thaliana,"Mouseear Cress, Mouse-Ear Cress",
Vascular Plant,Arabis davidsonii,Davidson's Rockcress,
Vascular Plant,Arabis drummondii,"Canadian Rockcress, Drummond Rockcress, Drummond's Rockcress",
Vascular Plant,Arabis holboellii var. pendulocarpa,Dropseed Rockcress,
Vascular Plant,Arabis holboellii var. pinetorum,Holboell's Rockcress,
Vascular Plant,Arabis holboellii var. retrofracta,"A Holboell Rock-Cress, Second Rockcress",
Vascular Plant,Arabis inyoensis,Inyo Rockcress,
Vascular Plant,Arabis lemmonii var. depauperata,Soldier Rockcress,
Vascular Plant,Arabis lemmonii var. lemmonii,Lemmon's Rockcress,
Vascular Plant,Arabis lyallii var. lyallii,Lyall's Rockcress,
Vascular Plant,Arabis lyallii var. nubigena,Lyall's Rockcress,
Vascular Plant,Arabis platysperma var. howellii,Howell's Pioneer Rockcress,
Vascular Plant,Arabis platysperma var. platysperma,Pioneer Rockcress,
Vascular Plant,Arabis rectissima var. rectissima,Bristlyleaf Rockcress,
Vascular Plant,Arabis repanda var. greenei,Greene's Rockcress,
Vascular Plant,Arabis repanda var. repanda,Yosemite Rockcress,
Vascular Plant,Arabis sparsiflora var. arcuata,Elegant Rockcress,
Vascular Plant,Arabis X divaricarpa,"Spreading Rockcress, Spreadingpod Rockcress",
Vascular Plant,Athysanus pusillus,"Common Sandweed, Dwarf Anthysanus",
Vascular Plant,Brassica nigra,"Black Mustard, Shortpod Mustard",
Vascular Plant,Cardamine californica var. californica,Milkmaids,
Vascular Plant,Cardamine oligosperma,"Idaho Bittercress, Little Western Bittercress",
Vascular Plant,Cardamine pachystigma var. pachystigma,Serpentine Bittercress,
Vascular Plant,Descurainia californica,"Sierra Tansymustard, Sierran Tansy Mustard, Sierran Tansymustard",
Vascular Plant,Descurainia incana,"Mountain Tansy Mustard, Mountain Tansymustard, Mountain Tansy-Mustard",
Vascular Plant,Descurainia pinnata ssp. menziesii,Menzies' Tansymustard,
Vascular Plant,Draba breweri,Cushion Draba,
Vascular Plant,Draba lemmonii var. lemmonii,"Granite Draba, Lemmon's Draba",
Vascular Plant,Erysimum capitatum,"Coast Wallflower, Sand Dune Wallflower, Western Wallflower",
Vascular Plant,Hirschfeldia incana,Shortpod Mustard,
Vascular Plant,Hutchinsia procumbens,"Ovalpurse, Prostrate Hutchinsia",
Vascular Plant,Lepidium densiflorum var. densiflorum,"Common Pepperweed, Miner's Pepperwort",
Vascular Plant,Lepidium ramosissimum var. bourgeauanum,Bourgeau's Pepperweed,
Vascular Plant,Lepidium virginicum var. virginicum,"Poorman's-Pepperwort, Virginia Pepperweed",
Vascular Plant,Lunaria annua,Annual Honesty,
Vascular Plant,Phoenicaulis cheiranthoides,Wallflower Phoenicaulis,
Vascular Plant,Raphanus sativus,"Cultivated Radish, Garden Radish, Radish, Wild Radish",
Vascular Plant,Rorippa nasturtium-aquaticum,Watercress,
Vascular Plant,Sinapis arvensis,"Charlock, Charlock Mustard, Corn Mustard, Corn-Mustard, Wild Mustard",
Vascular Plant,Sisymbrium officinale,"Hairypod Hedgemustard, Hedge Mustard, Hedge Tumblemustard, Hedgemustard, Hedge-Mustard, Hedgeweed, Wild Mustard",
Vascular Plant,Streptanthus diversifolius,"Variableleaf Jewelflower, Variedleaf Twistflower",
Vascular Plant,Streptanthus tortuosus,"Mountain Twistflower, Shieldplant",
Vascular Plant,Streptanthus tortuosus var. orbiculatus,Shieldplant,
Vascular Plant,Streptanthus tortuosus var. tortuosus,Shieldplant,
Vascular Plant,Subularia aquatica var. americana,"American Awlwort, American Waterawlwort",
Vascular Plant,Thysanocarpus curvipes,"Lacepod Mustard, Sand Fringepod, Sand Lacepod",
Vascular Plant,Tropidocarpum gracile,Dobie Pod,
Vascular Plant,Limnanthes alba ssp. alba,White Meadowfoam,
Vascular Plant,Limnanthes alba ssp. versicolor,White Meadowfoam,
Vascular Plant,Limnanthes montana,Mountain Meadowfoam,
Vascular Plant,Limnanthes striata,Foothill Meadowfoam,
Vascular Plant,Amaranthus californicus,"California Amaranth, California Pigweed",
Vascular Plant,Chenopodium album,"Common Lambsquarters, Lambsquarters, Lambsquarters Goosefoot, White Goosefoot",
Vascular Plant,Chenopodium botrys,"Jerusalem Oak, Jerusalem Oak Goosefoot, Jerusalem-Oak",
Vascular Plant,Chenopodium multifidum,Cutleaf Goosefoot,
Vascular Plant,Chenopodium pumilio,"Clammy Goosefoot, Ridged Goosefoot",
Vascular Plant,Monolepis spathulata,"Beaver Monolepis, Beaver Povertyweed",
Vascular Plant,Arenaria aculeata,"Prickly Sandwort, Spiny Sandwort",
Vascular Plant,Arenaria congesta var. subcongesta,"Ballhead Sandwort, Loosehead Sandwort",
Vascular Plant,Arenaria congesta var. suffrutescens,Suffrutescent Sandwort,
Vascular Plant,Cerastium fontanum ssp. vulgare,"Big Chickweed, Common Mouse-Ear Chickweed",
Vascular Plant,Herniaria hirsuta ssp. cinerea,Hairy Rupturewort,
Vascular Plant,Herniaria hirsuta ssp. hirsuta,Hairy Rupturewort,
Vascular Plant,Minuartia californica,California Sandwort,
Vascular Plant,Minuartia douglasii,Douglas' Stitchwort,
Vascular Plant,Minuartia nuttallii ssp. gracilis,Brittle Sandwort,
Vascular Plant,Minuartia pusilla,"Annual Sandwort, Dwarf Sandwort",
